"","iso3c","year","iso2c","country","Gini","GDPperCapPPP","CO2emissions","PopulationDens","UrbanPop","region","capital","longitude","latitude","income","lending","EPI"
"578","ECU",2003,"EC","Ecuador",54.99,6555.37323506387,2.02918959186131,53.5094218070543,61.316,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",55.26
"579","ECU",2004,"EC","Ecuador",54.12,7169.97336621095,2.15004221058362,54.3954139152843,61.514,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",56.61
"580","ECU",2005,"EC","Ecuador",54.12,7664.28983081384,2.20336656854431,55.3037204058625,61.711,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",56.94
"581","ECU",2006,"EC","Ecuador",53.2,8110.47975384304,2.06617581254757,56.2388870993719,61.907,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",56.68
"582","ECU",2007,"EC","Ecuador",54.33,8366.13013174685,2.24478400200373,57.1971291673377,62.104,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",57.02
"583","ECU",2008,"EC","Ecuador",50.61,8920.47736400538,2.34422409258285,58.1720083749396,62.3,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",57.55
"584","ECU",2009,"EC","Ecuador",49.28,8889.19234856436,2.44835913203111,59.1532855532292,62.495,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",57.93
"585","ECU",2010,"EC","Ecuador",49.25,9163.15790938064,2.54939713520707,60.1332420679659,62.69,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",58.18
"586","ECU",2011,"EC","Ecuador",46.21,9926.95249585147,2.61181647831495,61.1100016105653,62.885,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",58.57
"587","ECU",2012,"EC","Ecuador",46.57,10512.4366955457,2.62477365500928,62.0852512481881,63.088,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",58.54
"588","ECU",2014,"EC","Ecuador",45.38,11413.2129728622,NA,64.0317120309228,63.516,"Latin America & Caribbean (all income levels)","Quito","-78.5243","-0.229498","Upper middle income","IBRD",58.54
"589","EGY",2002,"EG","Egypt, Arab Rep.",NA,6353.46591656423,1.79376499727608,71.2328193279421,42.889,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",55.72
"590","EGY",2003,"EG","Egypt, Arab Rep.",NA,6563.17106345791,2.04800431781662,72.5778552413481,42.935,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",56.21
"591","EGY",2004,"EG","Egypt, Arab Rep.",NA,6890.97002568685,2.05054049898427,73.9324606961676,42.981,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",56.65
"592","EGY",2005,"EG","Egypt, Arab Rep.",NA,7297.26576073922,2.23116022279329,75.2846602039279,43.027,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",57.3
"593","EGY",2006,"EG","Egypt, Arab Rep.",NA,7895.79208353603,2.34137320330174,76.6229192827364,43.073,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",57.71
"594","EGY",2007,"EG","Egypt, Arab Rep.",NA,8531.59245528598,2.43659203961604,77.9600452056859,43.078,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",60.28
"595","EGY",2008,"EG","Egypt, Arab Rep.",NA,9159.31537995092,2.51451172798786,79.3371058315335,43.058,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",60.85
"596","EGY",2009,"EG","Egypt, Arab Rep.",NA,9485.18035499043,2.56996743622021,80.8101290873474,43.039,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",62
"597","EGY",2010,"EG","Egypt, Arab Rep.",NA,9897.74855125737,2.47090408241519,82.4159867396655,43.019,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",62.11
"598","EGY",2011,"EG","Egypt, Arab Rep.",NA,10071.2052571796,2.59183123609863,84.1706102767592,43,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",61.75
"599","EGY",2012,"EG","Egypt, Arab Rep.",NA,10252.5229815309,2.53403898315243,86.0524406047516,43.002,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",61.11
"600","EGY",2014,"EG","Egypt, Arab Rep.",NA,10571.335258205,NA,89.9891204982671,43.069,"Middle East & North Africa (all income levels)","Cairo","31.2461","30.0982","Lower middle income","IBRD",61.11
"601","ERI",2002,"ER","Eritrea",NA,1386.62587887371,0.159706978850911,37.5102178217822,18.049,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",22
"602","ERI",2003,"ER","Eritrea",NA,1327.699789143,0.18482448869873,38.8951287128713,18.315,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",22.23
"603","ERI",2004,"ER","Eritrea",NA,1337.52079595263,0.18944107171587,40.2471089108911,18.595,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",22.46
"604","ERI",2005,"ER","Eritrea",NA,1373.42126976381,0.18285685518457,41.4977524752475,18.889,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",22.87
"605","ERI",2006,"ER","Eritrea",NA,1365.03912629744,0.130342390647796,42.6182178217822,19.196,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",24.66
"606","ERI",2007,"ER","Eritrea",NA,1388.50524954385,0.131490395908221,43.6267227722772,19.518,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",24.83
"607","ERI",2008,"ER","Eritrea",NA,1250.46729791456,0.0920693910507799,44.5607722772277,19.854,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",25.07
"608","ERI",2009,"ER","Eritrea",NA,1282.33384570883,0.111761080593676,45.4806831683168,20.206,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",25.26
"609","ERI",2010,"ER","Eritrea",NA,1299.28989642603,0.109470529231945,46.4323168316832,20.572,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",25.45
"610","ERI",2011,"ER","Eritrea",NA,1411.15763791112,0.124030810294373,47.4214653465347,20.954,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",25.61
"611","ERI",2012,"ER","Eritrea",NA,NA,NA,NA,NA,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",25.76
"612","ERI",2014,"ER","Eritrea",NA,NA,NA,NA,NA,"Sub-Saharan Africa (all income levels)","Asmara","38.9183","15.3315","Low income","IDA",25.76
"613","ESP",2002,"ES","Spain",NA,24659.0987041919,7.59128078166889,83.0225192369349,76.533,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",78.36
"614","ESP",2003,"ES","Spain",NA,25337.110818516,7.61116644458348,84.5088139260031,76.778,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",78.5
"615","ESP",2004,"ES","Spain",33.38,26437.8540928976,7.90805068135971,85.9848050803317,77.022,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",78.81
"616","ESP",2005,"ES","Spain",32.5,27868.9519489624,8.09705804769438,87.4654972049129,77.263,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",79.04
"617","ESP",2006,"ES","Spain",32.67,30860.7158846764,7.88419571010583,88.9761493446631,77.502,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",79.29
"618","ESP",2007,"ES","Spain",33.86,32803.3751201269,7.92089071606499,90.6149005229308,77.74,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",79.22
"619","ESP",2008,"ES","Spain",34.8,33729.5167903525,7.16553160668603,92.1293223736969,77.976,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",79.44
"620","ESP",2009,"ES","Spain",35.39,32796.6654667603,6.21697337783496,92.9750651746681,78.21,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",79.5
"621","ESP",2010,"ES","Spain",35.79,32372.8543671681,5.81641636625128,93.1519309613808,78.442,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",79.6
"622","ESP",2011,"ES","Spain",36.1,32530.0931368398,5.78801845772827,93.5078358806114,78.673,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",79.73
"623","ESP",2012,"ES","Spain",35.89,32235.5959172997,5.66093880333453,93.5068371284061,78.902,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",79.79
"624","ESP",2014,"ES","Spain",NA,33625.4281084708,NA,92.9227364506907,79.355,"Europe & Central Asia (all income levels)","Madrid","-3.70327","40.4167","High income: OECD","Not classified",79.79
"625","EST",2002,"EE","Estonia",35.79,11805.4691998888,10.7935041867546,32.5395140363293,69.116,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",64.41
"626","EST",2003,"EE","Estonia",34.91,13237.356752152,12.4933538578265,32.3359282849729,68.989,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",64.52
"627","EST",2004,"EE","Estonia",33.96,14664.4024724071,12.6839903122821,32.1431941495636,68.862,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",68.18
"628","EST",2005,"EE","Estonia",33.63,16560.5022328626,12.3670151870237,31.9597782495872,68.735,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",67.52
"629","EST",2006,"EE","Estonia",33.75,19299.0784112394,12.0099620584938,31.7718801604152,68.607,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",69.4
"630","EST",2007,"EE","Estonia",31.25,21836.4122934343,13.9548840886714,31.6272705826846,68.479,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",72.88
"631","EST",2008,"EE","Estonia",32,22508.9284050416,13.0818344314893,31.5425807973579,68.351,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",73.12
"632","EST",2009,"EE","Estonia",31.59,20206.1807067891,10.9143201837372,31.4818353385232,68.223,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",73.47
"633","EST",2010,"EE","Estonia",32.16,21113.1196108327,13.5996890666366,31.4101203113942,68.094,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",73.6
"634","EST",2011,"EE","Estonia",32.69,23954.8659685125,14.0167329722872,31.3149091766926,67.965,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",74.65
"635","EST",2012,"EE","Estonia",33.15,25921.0285969625,13.3240003749917,31.2030195800896,67.835,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",74.66
"636","EST",2014,"EE","Estonia",NA,28139.9394406363,NA,31.0107336635999,67.622,"Europe & Central Asia (all income levels)","Tallinn","24.7586","59.4392","High income: OECD","Not classified",74.66
"637","ETH",2002,"ET","Ethiopia",NA,528.859881970186,0.0642326445206125,70.39117,15.118,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",36.8
"638","ETH",2003,"ET","Ethiopia",NA,512.875394346413,0.0688521652428772,72.43229,15.31,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",37.18
"639","ETH",2004,"ET","Ethiopia",29.81,581.837068640305,0.0710691592440729,74.506974,15.504,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",37.42
"640","ETH",2005,"ET","Ethiopia",NA,653.116050603463,0.0668220446911385,76.608431,15.7,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",37.57
"641","ETH",2006,"ET","Ethiopia",NA,725.96060232889,0.0699069005250796,78.735675,15.899,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",38.06
"642","ETH",2007,"ET","Ethiopia",NA,808.518986329786,0.0743445875862484,80.891968,16.116,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",36.42
"643","ETH",2008,"ET","Ethiopia",NA,889.267964839055,0.0791842686595247,83.079608,16.51,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",36.7
"644","ETH",2009,"ET","Ethiopia",NA,949.493897250884,0.0777230112473551,85.302099,16.91,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",36.84
"645","ETH",2010,"ET","Ethiopia",33.17,1053.79672527899,0.0752146592120625,87.561814,17.319,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",39.04
"646","ETH",2011,"ET","Ethiopia",NA,1165.21683848196,0.0859835424275465,89.858696,17.735,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",39.27
"647","ETH",2012,"ET","Ethiopia",NA,1256.68220812009,0.092877020565442,92.191211,18.16,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",39.43
"648","ETH",2014,"ET","Ethiopia",NA,1505.23897774434,NA,96.958732,19.028,"Sub-Saharan Africa (all income levels)","Addis ababa","38.7468","9.02274","Low income","IDA",39.43
"649","FIN",2002,"FI","Finland",NA,28421.2398938674,11.8606758299719,17.0740930431071,82.503,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.38
"650","FIN",2003,"FI","Finland",NA,28816.1192599611,13.2610969393138,17.1148560359828,82.638,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.13
"651","FIN",2004,"FI","Finland",27.92,31084.2892191989,12.8326749770283,17.1646212941988,82.772,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.69
"652","FIN",2005,"FI","Finland",27.64,32065.1707160028,10.4164380522202,17.2234676122,82.905,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.89
"653","FIN",2006,"FI","Finland",28.02,34502.2665620973,12.5706384483281,17.3169839860577,83.037,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",76.03
"654","FIN",2007,"FI","Finland",28.29,37505.1309354446,12.0984818632864,17.3919563287185,83.168,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.78
"655","FIN",2008,"FI","Finland",27.85,39729.648543659,10.6371591894379,17.4840375123396,83.299,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.81
"656","FIN",2009,"FI","Finland",27.47,37534.5019282014,9.95519427234709,17.5678545574202,83.429,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.86
"657","FIN",2010,"FI","Finland",27.74,38322.9267423552,11.5431470841369,17.6484106614018,83.558,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.92
"658","FIN",2011,"FI","Finland",27.66,40251.3735098925,10.5111276862044,17.7309947678436,83.688,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.72
"659","FIN",2012,"FI","Finland",27.12,40437.5938723363,9.01853833350788,17.8155615518773,83.819,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.72
"660","FIN",2014,"FI","Finland",NA,40693.7512405515,NA,17.9720030274112,84.086,"Europe & Central Asia (all income levels)","Helsinki","24.9525","60.1608","High income: OECD","Not classified",75.72
"661","FJI",2002,"FJ","Fiji",39.62,6092.40993964223,1.02499108118148,44.6464696223317,48.692,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",49.79
"662","FJI",2003,"FJ","Fiji",NA,6268.84914030959,1.05525050635174,44.6976464148878,49.085,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",50.87
"663","FJI",2004,"FJ","Fiji",NA,6768.27987226867,1.38461059075829,44.7922824302135,49.479,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",51.49
"664","FJI",2005,"FJ","Fiji",NA,7005.29987582826,1.65988172592539,44.9819376026273,49.871,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",51.73
"665","FJI",2006,"FJ","Fiji",NA,7304.77115022134,1.64427537195277,45.2868089764642,50.264,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",52.14
"666","FJI",2007,"FJ","Fiji",NA,7370.01122337451,1.44091795061631,45.6885057471264,50.657,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",52.24
"667","FJI",2008,"FJ","Fiji",42.78,7515.86588998694,0.595796282284519,46.1524904214559,51.051,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",52.35
"668","FJI",2009,"FJ","Fiji",NA,7392.1654013834,1.25267592803462,46.6258347016968,51.44,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",52.76
"669","FJI",2010,"FJ","Fiji",NA,7630.98884648177,1.8591874895343,47.0690749863164,51.828,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",52.88
"670","FJI",2011,"FJ","Fiji",NA,7486.76143700218,1.83492269928182,47.4727422003284,52.214,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",52.99
"671","FJI",2012,"FJ","Fiji",NA,7688.77786554153,1.82477881572896,47.8466338259442,52.596,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",53.08
"672","FJI",2014,"FJ","Fiji",NA,8824.60897701726,NA,48.5194307608101,53.354,"East Asia & Pacific (all income levels)","Suva","178.399","-18.1149","Lower middle income","IBRD",53.08
"673","FRA",2002,"FR","France",NA,28503.5667367152,6.06611321653218,112.872725844921,76.38,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",68.79
"674","FRA",2003,"FR","France",NA,28093.4086044674,6.1132883306522,113.67558248686,76.632,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",68.69
"675","FRA",2004,"FR","France",30.8,29028.1822465162,6.11721283905466,114.515687606608,76.883,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",69.29
"676","FRA",2005,"FR","France",29.93,30375.5606760951,6.09646415199294,115.384282155615,77.13,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",69.41
"677","FRA",2006,"FR","France",29.92,32267.0140642839,5.9029238537689,116.19154205232,77.377,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",69.43
"678","FRA",2007,"FR","France",32.63,34034.3851783839,5.76283348399044,116.9126609881,77.621,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",69.89
"679","FRA",2008,"FR","France",33.08,35141.8379392758,5.68651390858468,117.567650491182,77.864,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",70.24
"680","FRA",2009,"FR","France",NA,34797.474085009,5.43421975820747,118.174078680393,78.106,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",70.73
"681","FRA",2010,"FR","France",33.78,35891.2938160199,5.42492025529133,118.75934742867,78.345,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",71
"682","FRA",2011,"FR","France",33.35,37325.3043394949,5.07381469376202,119.335112143576,78.584,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",70.9
"683","FRA",2012,"FR","France",33.1,37462.3250299433,5.07093102186285,119.913196885826,78.82,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",71.05
"684","FRA",2014,"FR","France",NA,39163.1945015004,NA,121.441128503517,79.289,"Europe & Central Asia (all income levels)","Paris","2.35097","48.8566","High income: OECD","Not classified",71.05
"685","GAB",2002,"GA","Gabon",NA,14241.0243718271,3.54698834618893,5.00326774556603,81.565,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",43.41
"686","GAB",2003,"GA","Gabon",NA,14525.7852032332,3.52207469427423,5.11543058951372,82.23,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",45.42
"687","GAB",2004,"GA","Gabon",NA,14699.893371138,3.47780521905361,5.22965032793884,82.847,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",45.84
"688","GAB",2005,"GA","Gabon",42.18,15418.5728414042,3.54782450280416,5.34706019327046,83.421,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",45.78
"689","GAB",2006,"GA","Gabon",NA,14976.1285621503,2.96187576299577,5.46792408895098,83.952,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",45.95
"690","GAB",2007,"GA","Gabon",NA,15884.1750027699,2.85796049974252,5.59204408739861,84.443,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",45.84
"691","GAB",2008,"GA","Gabon",NA,15310.9890255941,2.82662421687393,5.71949004540692,84.896,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",45.86
"692","GAB",2009,"GA","Gabon",NA,15102.1649035054,2.87292461066134,5.85022703457911,85.313,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",46.24
"693","GAB",2010,"GA","Gabon",NA,16004.0545161551,2.94180757177989,5.98415026972484,85.697,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",46.4
"694","GAB",2011,"GA","Gabon",NA,17100.7005205501,2.83400663666599,6.12138782163232,86.047,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",46.53
"695","GAB",2012,"GA","Gabon",NA,17919.0644839789,2.83862052979599,6.26184266697714,86.367,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",46.6
"696","GAB",2014,"GA","Gabon",NA,19501.1176390943,NA,6.54974579889005,86.92,"Sub-Saharan Africa (all income levels)","Libreville","9.45162","0.38832","Upper middle income","IBRD",46.6
"697","GBR",2002,"GB","United Kingdom",NA,30085.6499151123,8.90412310805173,245.40354234696,79.047,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",74.75
"698","GBR",2003,"GB","United Kingdom",NA,31181.3249199139,9.05327783893049,246.548906708552,79.339,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",74.64
"699","GBR",2004,"GB","United Kingdom",36.22,33082.4024076386,8.98914012749737,247.955627660894,79.629,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",74.81
"700","GBR",2005,"GB","United Kingdom",34.56,34623.2051373665,8.98293853602857,249.663977183483,79.915,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",75.53
"701","GBR",2006,"GB","United Kingdom",34.84,36885.9684344369,8.89871022018899,251.50589013351,80.199,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",76.31
"702","GBR",2007,"GB","United Kingdom",35.93,37503.2237543036,8.61716368111307,253.471925763651,80.479,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",76.48
"703","GBR",2008,"GB","United Kingdom",34.37,37775.8773905522,8.41445656757783,255.474703426611,80.757,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",76.73
"704","GBR",2009,"GB","United Kingdom",34.67,36361.8846856437,7.56949932935932,257.414417393461,81.031,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",76.88
"705","GBR",2010,"GB","United Kingdom",34.81,35879.7993942833,7.86420459429186,259.440189310958,81.302,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",77.09
"706","GBR",2011,"GB","United Kingdom",33.71,36590.1593671037,7.08097870090032,261.47612119208,81.57,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",77.27
"707","GBR",2012,"GB","United Kingdom",32.57,37569.3152811917,7.33431085881856,263.30054147894,81.834,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",77.35
"708","GBR",2014,"GB","United Kingdom",NA,40217.1637487818,NA,267.073781672385,82.345,"Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified",77.35
"709","GEO",2002,"GE","Georgia",39.63,3015.44772322732,0.777669956392013,76.2272997655621,52.293,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend",45.29
"710","GEO",2003,"GE","Georgia",39.53,3460.15084738092,0.87731760055801,75.2475593967599,52.352,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend",45.04
"711","GEO",2004,"GE","Georgia",39.78,3813.18931396554,1.01846713780919,74.2678190279576,52.411,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend",45.11
"712","GEO",2005,"GE","Georgia",40.34,4370.33861335034,1.20949737470167,73.3055740228839,52.47,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend",44.72
"713","GEO",2006,"GE","Georgia",39.71,4991.61790909823,1.48683728239845,72.3608243815389,52.525,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend",45.45
"714","GEO",2007,"GE","Georgia",40.6,5833.18378248761,1.57298309652131,71.4160747401938,52.575,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend",45.37
"715","GEO",2008,"GE","Georgia",40.57,6163.75792264895,1.28208511166253,70.506315826306,52.625,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend",46.06
"716","GEO",2009,"GE","Georgia",41.74,6054.18918025573,1.48689567621921,69.5965569124182,52.723,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend",45.84
"717","GEO",2010,"GE","Georgia",42.13,6597.5685567345,1.41505476311768,68.6867979985304,52.869,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend",46.72
"718","GEO",2011,"GE","Georgia",41.58,7315.0908976643,1.77624748387097,67.7945344483712,53.016,"Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend",46.46
